input_name,db,acc_id,acc_name,kingdom,phylum,order,class,family,genus,syn_id,syn_name
Pachydiplax longipennis,gbif,GBIF:1428054,Pachydiplax longipennis,Animalia,Arthropoda,Odonata,Insecta,Libellulidae,Pachydiplax,NA,NA
Tramea carolina,gbif,GBIF:1428483,Tramea carolina,Animalia,Arthropoda,Odonata,Insecta,Libellulidae,Tramea,NA,NA
Chrysomela aeneicollis,gbif,GBIF:1048763,Chrysomela aeneicollis,Animalia,Arthropoda,Coleoptera,Insecta,Chrysomelidae,Chrysomela,NA,NA
Drosophila curviceps,gbif,GBIF:5073916,Drosophila curviceps,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Drosophila,NA,NA
Drosophila immigrans,gbif,GBIF:7836194,Drosophila immigrans,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Drosophila,NA,NA
Formica perpilosa,gbif,GBIF:1314949,Formica perpilosa,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Formica,NA,NA
Taeniopoda eques,gbif,GBIF:1715031,Taeniopoda eques,Animalia,Arthropoda,Orthoptera,Insecta,Romaleidae,Taeniopoda,NA,NA
Eurygaster integriceps,gbif,GBIF:9157433,Eurygaster integriceps,Animalia,Arthropoda,Hemiptera,Insecta,Scutelleridae,Eurygaster,NA,NA
Parcoblatta pennsylvanica,gbif,GBIF:1997497,Parcoblatta pennsylvanica,Animalia,Arthropoda,Blattodea,Insecta,Ectobiidae,Parcoblatta,NA,NA
Uloma impressa,gbif,GBIF:7589726,Uloma impressa,Animalia,Arthropoda,Coleoptera,Insecta,Tenebrionidae,Uloma,NA,NA
Calathus melanocephalus,gbif,GBIF:4988354,Calathus melanocephalus,Animalia,Arthropoda,Coleoptera,Insecta,Carabidae,Calathus,NA,NA
Pellia epiphylla,gbif,GBIF:2689550,Pellia epiphylla,Plantae,Marchantiophyta,Pelliales,Jungermanniopsida,Pelliaceae,Pellia,NA,NA
Lobaria pulmonaria,gbif,GBIF:5260693,Lobaria pulmonaria,Fungi,Ascomycota,Peltigerales,Lecanoromycetes,Lobariaceae,Lobaria,NA,NA
Alectoria ochroleuca,gbif,GBIF:5261195,Alectoria ochroleuca,Fungi,Ascomycota,Lecanorales,Lecanoromycetes,Parmeliaceae,Alectoria,NA,NA
Brodoa intestiniformis,gbif,GBIF:2603775,Brodoa intestiniformis,Fungi,Ascomycota,Lecanorales,Lecanoromycetes,Parmeliaceae,Brodoa,NA,NA
Cetraria aculeata,gbif,GBIF:2605275,Cetraria aculeata,Fungi,Ascomycota,Lecanorales,Lecanoromycetes,Parmeliaceae,Cetraria,NA,NA
Cladonia foliacea,gbif,GBIF:2607590,Cladonia foliacea,Fungi,Ascomycota,Lecanorales,Lecanoromycetes,Cladoniaceae,Cladonia,NA,NA
Cladonia furcata,gbif,GBIF:7246646,Cladonia furcata,Fungi,Ascomycota,Lecanorales,Lecanoromycetes,Cladoniaceae,Cladonia,NA,NA
Cladonia rangiformis,gbif,GBIF:7246697,Cladonia rangiformis,Fungi,Ascomycota,Lecanorales,Lecanoromycetes,Cladoniaceae,Cladonia,NA,NA
Diploschistes gypsaceus,gbif,GBIF:2602097,Diploschistes gypsaceus,Fungi,Ascomycota,Ostropales,Lecanoromycetes,Graphidaceae,Diploschistes,NA,NA
Hypogymnia physodes,gbif,GBIF:7247635,Hypogymnia physodes,Fungi,Ascomycota,Lecanorales,Lecanoromycetes,Parmeliaceae,Hypogymnia,NA,NA
Letharia vulpina,gbif,GBIF:2605403,Letharia vulpina,Fungi,Ascomycota,Lecanorales,Lecanoromycetes,Parmeliaceae,Letharia,NA,NA
Umbilicaria hyperborea,gbif,GBIF:5260496,Umbilicaria hyperborea,Fungi,Ascomycota,Umbilicariales,Lecanoromycetes,Umbilicariaceae,Umbilicaria,NA,NA
Xanthoparmelia taractica,gbif,GBIF:2605011,Xanthoparmelia taractica,Fungi,Ascomycota,Lecanorales,Lecanoromycetes,Parmeliaceae,Xanthoparmelia,NA,NA
Sceloporus undulatus,gbif,GBIF:2451347,Sceloporus undulatus,Animalia,Chordata,Squamata,Reptilia,Phrynosomatidae,Sceloporus,NA,NA
Cophosaurus texanus,gbif,GBIF:2451472,Cophosaurus texanus,Animalia,Chordata,Squamata,Reptilia,Phrynosomatidae,Cophosaurus,NA,NA
Psammodromus algirus,gbif,GBIF:2469763,Psammodromus algirus,Animalia,Chordata,Squamata,Reptilia,Lacertidae,Psammodromus,NA,NA
Psammodromus hispanicus,gbif,GBIF:7917188,Psammodromus hispanicus,Animalia,Chordata,Squamata,Reptilia,Lacertidae,Psammodromus,NA,NA
Lacerta agilis,gbif,GBIF:6159223,Lacerta agilis,Animalia,Chordata,Squamata,Reptilia,Lacertidae,Lacerta,NA,NA
Acanthodactylus erythrurus,gbif,GBIF:5226733,Acanthodactylus erythrurus,Animalia,Chordata,Squamata,Reptilia,Lacertidae,Acanthodactylus,NA,NA
Lacerta schreiberi,gbif,GBIF:6159196,Lacerta schreiberi,Animalia,Chordata,Squamata,Reptilia,Lacertidae,Lacerta,NA,NA
Podarcis bocagei,gbif,GBIF:2469143,Podarcis bocagei,Animalia,Chordata,Squamata,Reptilia,Lacertidae,Podarcis,NA,NA
Podarcis lilfordi,gbif,GBIF:2469155,Podarcis lilfordi,Animalia,Chordata,Squamata,Reptilia,Lacertidae,Podarcis,NA,NA
Podarcis muralis,gbif,GBIF:2469188,Podarcis muralis,Animalia,Chordata,Squamata,Reptilia,Lacertidae,Podarcis,NA,NA
Anniella pulchra,gbif,GBIF:2471882,Anniella pulchra,Animalia,Chordata,Squamata,Reptilia,Anguidae,Anniella,NA,NA
Charina bottae,gbif,GBIF:5225695,Charina bottae,Animalia,Chordata,Squamata,Reptilia,Boidae,Charina,NA,NA
Coluber constrictor,gbif,GBIF:6161776,Coluber constrictor,Animalia,Chordata,Squamata,Reptilia,Colubridae,Coluber,NA,NA
Crotalus scutulatus,gbif,GBIF:2444480,Crotalus scutulatus,Animalia,Chordata,Squamata,Reptilia,Viperidae,Crotalus,NA,NA
Crotalus viridis,gbif,GBIF:8945077,Crotalus viridis,Animalia,Chordata,Squamata,Reptilia,Viperidae,Crotalus,NA,NA
Elgaria coerulea,gbif,GBIF:2468254,Elgaria coerulea,Animalia,Chordata,Squamata,Reptilia,Anguidae,Elgaria,NA,NA
Lampropeltis zonata,gbif,GBIF:5224449,Lampropeltis zonata,Animalia,Chordata,Squamata,Reptilia,Colubridae,Lampropeltis,NA,NA
Masticophis lateralis,gbif,GBIF:7688390,Masticophis lateralis,Animalia,Chordata,Squamata,Reptilia,Colubridae,Masticophis,NA,NA
Phrynosoma platyrhinos,gbif,GBIF:5222442,Phrynosoma platyrhinos,Animalia,Chordata,Squamata,Reptilia,Phrynosomatidae,Phrynosoma,NA,NA
Pituophis catenifer,gbif,GBIF:2453826,Pituophis catenifer,Animalia,Chordata,Squamata,Reptilia,Colubridae,Pituophis,NA,NA
Plestiodon skiltonianus,gbif,GBIF:5960558,Plestiodon skiltonianus,Animalia,Chordata,Squamata,Reptilia,Scincidae,Plestiodon,NA,NA
Rhinocheilus lecontei,gbif,GBIF:2456330,Rhinocheilus lecontei,Animalia,Chordata,Squamata,Reptilia,Colubridae,Rhinocheilus,NA,NA
Sceloporus magister,gbif,GBIF:2451393,Sceloporus magister,Animalia,Chordata,Squamata,Reptilia,Phrynosomatidae,Sceloporus,NA,NA
Sceloporus woodi,gbif,GBIF:2451213,Sceloporus woodi,Animalia,Chordata,Squamata,Reptilia,Phrynosomatidae,Sceloporus,NA,NA
Storeria occipitomaculata,gbif,GBIF:2457039,Storeria occipitomaculata,Animalia,Chordata,Squamata,Reptilia,Colubridae,Storeria,NA,NA
Tarentola boettgeri,gbif,GBIF:2445052,Tarentola boettgeri,Animalia,Chordata,Squamata,Reptilia,Phyllodactylidae,Tarentola,NA,NA
Crotaphytus collaris,gbif,GBIF:2470616,Crotaphytus collaris,Animalia,Chordata,Squamata,Reptilia,Crotaphytidae,Crotaphytus,NA,NA
Anolis distichus,gbif,GBIF:2467218,Anolis distichus,Animalia,Chordata,Squamata,Reptilia,Dactyloidae,Anolis,NA,NA
Anolis sagrei,gbif,GBIF:4287413,Anolis sagrei,Animalia,Chordata,Squamata,Reptilia,Dactyloidae,Anolis,NA,NA
Dipsosaurus dorsalis,gbif,GBIF:2459646,Dipsosaurus dorsalis,Animalia,Chordata,Squamata,Reptilia,Iguanidae,Dipsosaurus,NA,NA
Arizona elegans,gbif,GBIF:5223735,Arizona elegans,Animalia,Chordata,Squamata,Reptilia,Colubridae,Arizona,NA,NA
Crotalus atrox,gbif,GBIF:2444356,Crotalus atrox,Animalia,Chordata,Squamata,Reptilia,Viperidae,Crotalus,NA,NA
Crotalus cerastes,gbif,GBIF:2444360,Crotalus cerastes,Animalia,Chordata,Squamata,Reptilia,Viperidae,Crotalus,NA,NA
Phrynosoma coronatum,gbif,GBIF:5222429,Phrynosoma coronatum,Animalia,Chordata,Squamata,Reptilia,Phrynosomatidae,Phrynosoma,NA,NA
Phyllorhynchus decurtatus,gbif,GBIF:2452649,Phyllorhynchus decurtatus,Animalia,Chordata,Squamata,Reptilia,Colubridae,Phyllorhynchus,NA,NA
Uma inornata,gbif,GBIF:2451133,Uma inornata,Animalia,Chordata,Squamata,Reptilia,Phrynosomatidae,Uma,NA,NA
Elgaria multicarinata,gbif,GBIF:2468262,Elgaria multicarinata,Animalia,Chordata,Squamata,Reptilia,Anguidae,Elgaria,NA,NA
Plestiodon obsoletus,gbif,GBIF:5789621,Plestiodon obsoletus,Animalia,Chordata,Squamata,Reptilia,Scincidae,Plestiodon,NA,NA
Plestiodon elegans,gbif,GBIF:5960584,Plestiodon elegans,Animalia,Chordata,Squamata,Reptilia,Scincidae,Plestiodon,NA,NA
Zootoca vivipara,gbif,GBIF:9702100,Zootoca vivipara,Animalia,Chordata,Squamata,Reptilia,Lacertidae,Zootoca,NA,NA
Trapelus savignii,gbif,GBIF:5225939,Trapelus savignii,Animalia,Chordata,Squamata,Reptilia,Agamidae,Trapelus,NA,NA
Takydromus formosanus,gbif,GBIF:2468640,Takydromus formosanus,Animalia,Chordata,Squamata,Reptilia,Lacertidae,Takydromus,NA,NA
Takydromus hsuehshanensis,gbif,GBIF:2468584,Takydromus hsuehshanensis,Animalia,Chordata,Squamata,Reptilia,Lacertidae,Takydromus,NA,NA
Takydromus stejnegeri,gbif,GBIF:2468587,Takydromus stejnegeri,Animalia,Chordata,Squamata,Reptilia,Lacertidae,Takydromus,NA,NA
Sphenomorphus taiwanensis,gbif,GBIF:2464359,Sphenomorphus taiwanensis,Animalia,Chordata,Squamata,Reptilia,Scincidae,Sphenomorphus,NA,NA
Protobothrops mucrosquamatus,gbif,GBIF:9738226,Protobothrops mucrosquamatus,Animalia,Chordata,Squamata,Reptilia,Viperidae,Protobothrops,NA,NA
Trimeresurus gracilis,gbif,GBIF:5960927,Trimeresurus gracilis,Animalia,Chordata,Squamata,Reptilia,Viperidae,Trimeresurus,NA,NA
Trimeresurus stejnegeri,gbif,GBIF:2444513,Trimeresurus stejnegeri,Animalia,Chordata,Squamata,Reptilia,Viperidae,Trimeresurus,NA,NA
Coleonyx brevis,gbif,GBIF:2447240,Coleonyx brevis,Animalia,Chordata,Squamata,Reptilia,Eublepharidae,Coleonyx,NA,NA
Coleonyx variegatus,gbif,GBIF:2447244,Coleonyx variegatus,Animalia,Chordata,Squamata,Reptilia,Eublepharidae,Coleonyx,NA,NA
Hemidactylus turcicus,gbif,GBIF:5221528,Hemidactylus turcicus,Animalia,Chordata,Squamata,Reptilia,Gekkonidae,Hemidactylus,NA,NA
Sceloporus merriami,gbif,GBIF:2451416,Sceloporus merriami,Animalia,Chordata,Squamata,Reptilia,Phrynosomatidae,Sceloporus,NA,NA
Plestiodon chinensis,gbif,GBIF:5960574,Plestiodon chinensis,Animalia,Chordata,Squamata,Reptilia,Scincidae,Plestiodon,NA,NA
Xantusia vigilis,gbif,GBIF:2451726,Xantusia vigilis,Animalia,Chordata,Squamata,Reptilia,Xantusiidae,Xantusia,NA,NA
Eremias multiocellata,gbif,GBIF:2468881,Eremias multiocellata,Animalia,Chordata,Squamata,Reptilia,Lacertidae,Eremias,NA,NA
Urosaurus ornatus,gbif,GBIF:8538855,Urosaurus ornatus,Animalia,Chordata,Squamata,Reptilia,Phrynosomatidae,Urosaurus,NA,NA
Thamnophis radix,gbif,GBIF:2457512,Thamnophis radix,Animalia,Chordata,Squamata,Reptilia,Colubridae,Thamnophis,NA,NA
Eremias argus,gbif,GBIF:2468903,Eremias argus,Animalia,Chordata,Squamata,Reptilia,Lacertidae,Eremias,NA,NA
Xantusia henshawi,gbif,GBIF:2451721,Xantusia henshawi,Animalia,Chordata,Squamata,Reptilia,Xantusiidae,Xantusia,NA,NA
Xantusia riversiana,gbif,GBIF:2451740,Xantusia riversiana,Animalia,Chordata,Squamata,Reptilia,Xantusiidae,Xantusia,NA,NA
Sceloporus graciosus,gbif,GBIF:2451223,Sceloporus graciosus,Animalia,Chordata,Squamata,Reptilia,Phrynosomatidae,Sceloporus,NA,NA
Petrosaurus mearnsi,gbif,GBIF:2451121,Petrosaurus mearnsi,Animalia,Chordata,Squamata,Reptilia,Phrynosomatidae,Petrosaurus,NA,NA
Phrynosoma cornutum,gbif,GBIF:5222413,Phrynosoma cornutum,Animalia,Chordata,Squamata,Reptilia,Phrynosomatidae,Phrynosoma,NA,NA
Agkistrodon contortrix,gbif,GBIF:9215881,Agkistrodon contortrix,Animalia,Chordata,Squamata,Reptilia,Viperidae,Agkistrodon,NA,NA
Thamnophis elegans,gbif,GBIF:2457545,Thamnophis elegans,Animalia,Chordata,Squamata,Reptilia,Colubridae,Thamnophis,NA,NA
Holbrookia maculata,gbif,GBIF:2451433,Holbrookia maculata,Animalia,Chordata,Squamata,Reptilia,Phrynosomatidae,Holbrookia,NA,NA
Thamnophis ordinoides,gbif,GBIF:2457636,Thamnophis ordinoides,Animalia,Chordata,Squamata,Reptilia,Colubridae,Thamnophis,NA,NA
Thamnophis sirtalis,gbif,GBIF:2457522,Thamnophis sirtalis,Animalia,Chordata,Squamata,Reptilia,Colubridae,Thamnophis,NA,NA
Anolis carolinensis,gbif,GBIF:2466939,Anolis carolinensis,Animalia,Chordata,Squamata,Reptilia,Dactyloidae,Anolis,NA,NA
Sceloporus occidentalis,gbif,GBIF:2451234,Sceloporus occidentalis,Animalia,Chordata,Squamata,Reptilia,Phrynosomatidae,Sceloporus,NA,NA
Podarcis tiliguerta,gbif,GBIF:2469126,Podarcis tiliguerta,Animalia,Chordata,Squamata,Reptilia,Lacertidae,Podarcis,NA,NA
Uta stansburiana,gbif,GBIF:2451029,Uta stansburiana,Animalia,Chordata,Squamata,Reptilia,Phrynosomatidae,Uta,NA,NA
Sphenomorphus indicus,gbif,GBIF:2464291,Sphenomorphus indicus,Animalia,Chordata,Squamata,Reptilia,Scincidae,Sphenomorphus,NA,NA
Eremias brenchleyi,gbif,GBIF:2468876,Eremias brenchleyi,Animalia,Chordata,Squamata,Reptilia,Lacertidae,Eremias,NA,NA
Takydromus septentrionalis,gbif,GBIF:2468585,Takydromus septentrionalis,Animalia,Chordata,Squamata,Reptilia,Lacertidae,Takydromus,NA,NA
Plestiodon gilberti,gbif,GBIF:5789627,Plestiodon gilberti,Animalia,Chordata,Squamata,Reptilia,Scincidae,Plestiodon,NA,NA
Takydromus sexlineatus,gbif,GBIF:2468614,Takydromus sexlineatus,Animalia,Chordata,Squamata,Reptilia,Lacertidae,Takydromus,NA,NA
Teratoscincus przewalskii,gbif,GBIF:2447102,Teratoscincus przewalskii,Animalia,Chordata,Squamata,Reptilia,Sphaerodactylidae,Teratoscincus,NA,NA
Gambelia wislizenii,gbif,GBIF:8613410,Gambelia wislizenii,Animalia,Chordata,Squamata,Reptilia,Crotaphytidae,Gambelia,NA,NA
Thamnophis butleri,gbif,GBIF:2457520,Thamnophis butleri,Animalia,Chordata,Squamata,Reptilia,Colubridae,Thamnophis,NA,NA
Thamnophis marcianus,gbif,GBIF:9342283,Thamnophis marcianus,Animalia,Chordata,Squamata,Reptilia,Colubridae,Thamnophis,NA,NA
Phyllospadix scouleri,gbif,GBIF:2863958,Phyllospadix scouleri,Plantae,Tracheophyta,Alismatales,Liliopsida,Zosteraceae,Phyllospadix,NA,NA
Carcinus maenas,gbif,GBIF:5178595,Carcinus maenas,Animalia,Arthropoda,Decapoda,Malacostraca,Carcinidae,Carcinus,NA,NA
Crangon crangon,gbif,GBIF:2222188,Crangon crangon,Animalia,Arthropoda,Decapoda,Malacostraca,Crangonidae,Crangon,NA,NA
Liocarcinus marmoreus,gbif,GBIF:4307250,Liocarcinus marmoreus,Animalia,Arthropoda,Decapoda,Malacostraca,Polybiidae,Liocarcinus,NA,NA
Pachygrapsus marmoratus,gbif,GBIF:2225815,Pachygrapsus marmoratus,Animalia,Arthropoda,Decapoda,Malacostraca,Grapsidae,Pachygrapsus,NA,NA
Palaemon elegans,gbif,GBIF:2224979,Palaemon elegans,Animalia,Arthropoda,Decapoda,Malacostraca,Palaemonidae,Palaemon,NA,NA
Palaemon longirostris,gbif,GBIF:2225032,Palaemon longirostris,Animalia,Arthropoda,Decapoda,Malacostraca,Palaemonidae,Palaemon,NA,NA
Hemigrapsus nudus,gbif,GBIF:2225773,Hemigrapsus nudus,Animalia,Arthropoda,Decapoda,Malacostraca,Varunidae,Hemigrapsus,NA,NA
Metacarcinus magister,gbif,GBIF:5863764,Metacarcinus magister,Animalia,Arthropoda,Decapoda,Malacostraca,Cancridae,Metacarcinus,NA,NA
Saduria entomon,gbif,GBIF:5175681,Saduria entomon,Animalia,Arthropoda,Isopoda,Malacostraca,Chaetiliidae,Saduria,NA,NA
Petrolisthes cabrilloi,gbif,GBIF:2222719,Petrolisthes cabrilloi,Animalia,Arthropoda,Decapoda,Malacostraca,Porcellanidae,Petrolisthes,NA,NA
Petrolisthes cinctipes,gbif,GBIF:2222718,Petrolisthes cinctipes,Animalia,Arthropoda,Decapoda,Malacostraca,Porcellanidae,Petrolisthes,NA,NA
Petrolisthes eriomerus,gbif,GBIF:2222713,Petrolisthes eriomerus,Animalia,Arthropoda,Decapoda,Malacostraca,Porcellanidae,Petrolisthes,NA,NA
Petrolisthes gracilis,gbif,GBIF:5862903,Petrolisthes gracilis,Animalia,Arthropoda,Decapoda,Malacostraca,Porcellanidae,Petrolisthes,NA,NA
Petrolisthes hirtipes,gbif,GBIF:5862875,Petrolisthes hirtipes,Animalia,Arthropoda,Decapoda,Malacostraca,Porcellanidae,Petrolisthes,NA,NA
Petrolisthes manimaculis,gbif,GBIF:2222715,Petrolisthes manimaculis,Animalia,Arthropoda,Decapoda,Malacostraca,Porcellanidae,Petrolisthes,NA,NA
Pacifastacus leniusculus,gbif,GBIF:2226990,Pacifastacus leniusculus,Animalia,Arthropoda,Decapoda,Malacostraca,Astacidae,Pacifastacus,NA,NA
Microtus longicaudus,gbif,GBIF:2438621,Microtus longicaudus,Animalia,Chordata,Rodentia,Mammalia,Cricetidae,Microtus,NA,NA
Microtus californicus,gbif,GBIF:2438603,Microtus californicus,Animalia,Chordata,Rodentia,Mammalia,Cricetidae,Microtus,NA,NA
Thomomys talpoides,gbif,GBIF:2439383,Thomomys talpoides,Animalia,Chordata,Rodentia,Mammalia,Geomyidae,Thomomys,NA,NA
Thomomys umbrinus,gbif,GBIF:2439382,Thomomys umbrinus,Animalia,Chordata,Rodentia,Mammalia,Geomyidae,Thomomys,NA,NA
Chaetodipus intermedius,gbif,GBIF:2439589,Chaetodipus intermedius,Animalia,Chordata,Rodentia,Mammalia,Heteromyidae,Chaetodipus,NA,NA
Dipodomys microps,gbif,GBIF:2439510,Dipodomys microps,Animalia,Chordata,Rodentia,Mammalia,Heteromyidae,Dipodomys,NA,NA
Napaeozapus insignis,gbif,GBIF:2439461,Napaeozapus insignis,Animalia,Chordata,Rodentia,Mammalia,Dipodidae,Napaeozapus,NA,NA
Peromyscus maniculatus,gbif,GBIF:2437967,Peromyscus maniculatus,Animalia,Chordata,Rodentia,Mammalia,Cricetidae,Peromyscus,NA,NA
Neurotrichus gibbsii,gbif,GBIF:2436208,Neurotrichus gibbsii,Animalia,Chordata,Soricomorpha,Mammalia,Talpidae,Neurotrichus,NA,NA
Leptonycteris yerbabuenae,gbif,GBIF:2433312,Leptonycteris yerbabuenae,Animalia,Chordata,Chiroptera,Mammalia,Phyllostomidae,Leptonycteris,NA,NA
Dipodomys agilis,gbif,GBIF:2439534,Dipodomys agilis,Animalia,Chordata,Rodentia,Mammalia,Heteromyidae,Dipodomys,NA,NA
Lepus alleni,gbif,GBIF:2436708,Lepus alleni,Animalia,Chordata,Lagomorpha,Mammalia,Leporidae,Lepus,NA,NA
Ammospermophilus leucurus,gbif,GBIF:2437570,Ammospermophilus leucurus,Animalia,Chordata,Rodentia,Mammalia,Sciuridae,Ammospermophilus,NA,NA
Blarina brevicauda,gbif,GBIF:2435862,Blarina brevicauda,Animalia,Chordata,Soricomorpha,Mammalia,Soricidae,Blarina,NA,NA
Myodes gapperi,gbif,GBIF:5706760,Myodes gapperi,Animalia,Chordata,Rodentia,Mammalia,Cricetidae,Myodes,NA,NA
Peromyscus leucopus,gbif,GBIF:2438019,Peromyscus leucopus,Animalia,Chordata,Rodentia,Mammalia,Cricetidae,Peromyscus,NA,NA
Neomys anomalus,gbif,GBIF:7825895,Neomys anomalus,Animalia,Chordata,Soricomorpha,Mammalia,Soricidae,Neomys,NA,NA
Neomys fodiens,gbif,GBIF:2435767,Neomys fodiens,Animalia,Chordata,Soricomorpha,Mammalia,Soricidae,Neomys,NA,NA
Canis latrans,gbif,GBIF:5219153,Canis latrans,Animalia,Chordata,Carnivora,Mammalia,Canidae,Canis,NA,NA
Vulpes macrotis,gbif,GBIF:5219311,Vulpes macrotis,Animalia,Chordata,Carnivora,Mammalia,Canidae,Vulpes,NA,NA
Acomys russatus,gbif,GBIF:2438257,Acomys russatus,Animalia,Chordata,Rodentia,Mammalia,Muridae,Acomys,NA,NA
Dipodillus dasyurus,gbif,GBIF:4264993,Dipodillus dasyurus,Animalia,Chordata,Rodentia,Mammalia,Muridae,Dipodillus,NA,NA
Mus macedonicus,gbif,GBIF:2438783,Mus macedonicus,Animalia,Chordata,Rodentia,Mammalia,Muridae,Mus,NA,NA
Sylvilagus audubonii,gbif,GBIF:2436910,Sylvilagus audubonii,Animalia,Chordata,Lagomorpha,Mammalia,Leporidae,Sylvilagus,NA,NA
Jaculus orientalis,gbif,GBIF:5219894,Jaculus orientalis,Animalia,Chordata,Rodentia,Mammalia,Dipodidae,Jaculus,NA,NA
Liomys irroratus,gbif,GBIF:2439507,Liomys irroratus,Animalia,Chordata,Rodentia,Mammalia,Heteromyidae,Liomys,NA,NA
Brachylagus idahoensis,gbif,GBIF:2436688,Brachylagus idahoensis,Animalia,Chordata,Lagomorpha,Mammalia,Leporidae,Brachylagus,NA,NA
Spilogale putorius,gbif,GBIF:2434831,Spilogale putorius,Animalia,Chordata,Carnivora,Mammalia,Mephitidae,Spilogale,NA,NA
Erinaceus concolor,gbif,GBIF:5219624,Erinaceus concolor,Animalia,Chordata,Erinaceomorpha,Mammalia,Erinaceidae,Erinaceus,NA,NA
Ochrotomys nuttalli,gbif,GBIF:2438565,Ochrotomys nuttalli,Animalia,Chordata,Rodentia,Mammalia,Cricetidae,Ochrotomys,NA,NA
Peromyscus gossypinus,gbif,GBIF:2437988,Peromyscus gossypinus,Animalia,Chordata,Rodentia,Mammalia,Cricetidae,Peromyscus,NA,NA
Apodemus agrarius,gbif,GBIF:2437761,Apodemus agrarius,Animalia,Chordata,Rodentia,Mammalia,Muridae,Apodemus,NA,NA
Myodes rufocanus,gbif,GBIF:5706769,Myodes rufocanus,Animalia,Chordata,Rodentia,Mammalia,Cricetidae,Myodes,NA,NA
Peromyscus californicus,gbif,GBIF:2438028,Peromyscus californicus,Animalia,Chordata,Rodentia,Mammalia,Cricetidae,Peromyscus,NA,NA
Peromyscus crinitus,gbif,GBIF:2438021,Peromyscus crinitus,Animalia,Chordata,Rodentia,Mammalia,Cricetidae,Peromyscus,NA,NA
Peromyscus eremicus,gbif,GBIF:2437981,Peromyscus eremicus,Animalia,Chordata,Rodentia,Mammalia,Cricetidae,Peromyscus,NA,NA
Peromyscus truei,gbif,GBIF:2437985,Peromyscus truei,Animalia,Chordata,Rodentia,Mammalia,Cricetidae,Peromyscus,NA,NA
Geomys pinetis,gbif,GBIF:2439377,Geomys pinetis,Animalia,Chordata,Rodentia,Mammalia,Geomyidae,Geomys,NA,NA
Didelphis virginiana,gbif,GBIF:2439923,Didelphis virginiana,Animalia,Chordata,Didelphimorphia,Mammalia,Didelphidae,Didelphis,NA,NA
Dipodomys deserti,gbif,GBIF:2439535,Dipodomys deserti,Animalia,Chordata,Rodentia,Mammalia,Heteromyidae,Dipodomys,NA,NA
Scalopus aquaticus,gbif,GBIF:2436230,Scalopus aquaticus,Animalia,Chordata,Soricomorpha,Mammalia,Talpidae,Scalopus,NA,NA
Setifer setosus,gbif,GBIF:5218437,Setifer setosus,Animalia,Chordata,Afrosoricida,Mammalia,Tenrecidae,Setifer,NA,NA
Ailurus fulgens,gbif,GBIF:5219446,Ailurus fulgens,Animalia,Chordata,Carnivora,Mammalia,Ailuridae,Ailurus,NA,NA
Lemmiscus curtatus,gbif,GBIF:2438225,Lemmiscus curtatus,Animalia,Chordata,Rodentia,Mammalia,Cricetidae,Lemmiscus,NA,NA
Microtus pinetorum,gbif,GBIF:2438638,Microtus pinetorum,Animalia,Chordata,Rodentia,Mammalia,Cricetidae,Microtus,NA,NA
Microtus richardsoni,gbif,GBIF:2438626,Microtus richardsoni,Animalia,Chordata,Rodentia,Mammalia,Cricetidae,Microtus,NA,NA
Myodes californicus,gbif,GBIF:5706763,Myodes californicus,Animalia,Chordata,Rodentia,Mammalia,Cricetidae,Myodes,NA,NA
Neofiber alleni,gbif,GBIF:2438050,Neofiber alleni,Animalia,Chordata,Rodentia,Mammalia,Cricetidae,Neofiber,NA,NA
Ondatra zibethicus,gbif,GBIF:5219858,Ondatra zibethicus,Animalia,Chordata,Rodentia,Mammalia,Cricetidae,Ondatra,NA,NA
Sorex cinereus,gbif,GBIF:2435964,Sorex cinereus,Animalia,Chordata,Soricomorpha,Mammalia,Soricidae,Sorex,NA,NA
Marmosa lepida,gbif,GBIF:2439871,Marmosa lepida,Animalia,Chordata,Didelphimorphia,Mammalia,Didelphidae,Marmosa,NA,NA
Vulpes zerda,gbif,GBIF:5219310,Vulpes zerda,Animalia,Chordata,Carnivora,Mammalia,Canidae,Vulpes,NA,NA
Myotis thysanodes,gbif,GBIF:2432399,Myotis thysanodes,Animalia,Chordata,Chiroptera,Mammalia,Vespertilionidae,Myotis,NA,NA
Microtus montanus,gbif,GBIF:2438609,Microtus montanus,Animalia,Chordata,Rodentia,Mammalia,Cricetidae,Microtus,NA,NA
Reithrodontomys megalotis,gbif,GBIF:2437874,Reithrodontomys megalotis,Animalia,Chordata,Rodentia,Mammalia,Cricetidae,Reithrodontomys,NA,NA
Cynomys ludovicianus,gbif,GBIF:2437232,Cynomys ludovicianus,Animalia,Chordata,Rodentia,Mammalia,Sciuridae,Cynomys,NA,NA
Cricetulus barabensis,gbif,GBIF:2438773,Cricetulus barabensis,Animalia,Chordata,Rodentia,Mammalia,Cricetidae,Cricetulus,NA,NA
Crocidura russula,gbif,GBIF:2435654,Crocidura russula,Animalia,Chordata,Soricomorpha,Mammalia,Soricidae,Crocidura,NA,NA
Crocidura suaveolens,gbif,GBIF:2435687,Crocidura suaveolens,Animalia,Chordata,Soricomorpha,Mammalia,Soricidae,Crocidura,NA,NA
